timestamp,cash,positions_value,total_equity,peak,drawdown,returns
2026-03-18 09:44:23+00:00,5799.893563199984,4200.106436800002,9999.999999999985,10000.000000000002,-1.6370904631912706e-15,0.0
2026-03-18 09:44:33+00:00,5421.978942499983,4578.021057500002,9999.999999999985,10000.000000000002,-1.6370904631912706e-15,0.0
2026-03-18 10:44:21+00:00,5228.07883379998,4771.921166200001,9999.999999999982,10000.000000000002,-2.000888343900442e-15,-3.3306690738754696e-16
2026-03-18 10:46:09+00:00,5080.694418599978,4919.3055814,9999.999999999978,10000.000000000002,-2.364686224609613e-15,-3.3306690738754696e-16
2026-03-18 10:46:19+00:00,4961.771289299978,5038.228710700002,9999.99999999998,10000.000000000002,-2.182787284255027e-15,2.220446049250313e-16
2026-03-18 10:47:41+00:00,4891.329195899977,5108.670804100001,9999.999999999978,10000.000000000002,-2.364686224609613e-15,-2.220446049250313e-16
2026-03-18 10:50:13+00:00,4782.668754899978,5217.3312451,9999.999999999978,10000.000000000002,-2.364686224609613e-15,0.0
2026-03-18 10:50:45+00:00,4581.2211281999735,5418.7788718,9999.999999999975,10000.000000000002,-2.7284841053187844e-15,-3.3306690738754696e-16
2026-03-18 11:50:33+00:00,4496.899408199972,5503.100591800002,9999.999999999975,10000.000000000002,-2.7284841053187844e-15,0.0
2026-03-18 11:52:23+00:00,4462.683678299971,5537.316321700002,9999.999999999973,10000.000000000002,-2.9103830456733697e-15,-2.220446049250313e-16
2026-03-18 11:52:59+00:00,4316.01881059997,5683.981189400003,9999.999999999973,10000.000000000002,-2.9103830456733697e-15,0.0
2026-03-18 11:53:37+00:00,4236.731019399969,5763.268980600003,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,-2.220446049250313e-16
2026-03-18 11:54:29+00:00,4160.006874499969,5839.993125500001,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,0.0
2026-03-18 12:54:45+00:00,4119.825570299969,5880.174429700001,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,0.0
2026-03-18 12:55:05+00:00,3686.385570299969,6313.614429700001,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,0.0
2026-03-18 12:56:31+00:00,3470.908191899969,6529.091808100002,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,0.0
2026-03-18 12:56:37+00:00,3321.468156599969,6678.531843400001,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,0.0
2026-03-18 12:57:33+00:00,3269.9930388999696,6730.006961100001,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,0.0
2026-03-18 13:57:37+00:00,3198.8309971999693,6801.169002800001,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,0.0
2026-03-18 13:59:15+00:00,3164.826364199969,6835.173635800001,9999.999999999969,10000.000000000002,-3.274180926382541e-15,-2.220446049250313e-16
2026-03-18 13:59:49+00:00,3015.9784740999685,6984.0215259000015,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,2.220446049250313e-16
2026-03-18 14:01:39+00:00,2961.2985779999676,7038.701422000001,9999.999999999969,10000.000000000002,-3.274180926382541e-15,-2.220446049250313e-16
2026-03-18 14:01:53+00:00,2930.7858892999675,7069.214110700001,9999.999999999967,10000.000000000002,-3.4560798667371265e-15,-2.220446049250313e-16
2026-03-18 14:59:59+00:00,2905.6858892999676,7094.314110700001,9999.999999999969,10000.000000000002,-3.274180926382541e-15,2.220446049250313e-16
2026-03-18 15:00:57+00:00,2802.1956867999675,7197.804313200002,9999.999999999969,10000.000000000002,-3.274180926382541e-15,0.0
2026-03-18 15:02:25+00:00,2658.1265517999677,7341.873448200003,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,2.220446049250313e-16
2026-03-18 15:02:39+00:00,2567.6877965999674,7432.312203400003,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,0.0
2026-03-18 15:05:11+00:00,2445.7757266999674,7554.224273300004,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,0.0
2026-03-18 16:01:23+00:00,2318.8704932999667,7681.129506700004,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,0.0
2026-03-18 16:01:39+00:00,2252.567104399966,7747.4328956000045,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,0.0
2026-03-18 16:03:05+00:00,2213.8176169999656,7786.182383000005,9999.99999999997,10000.000000000002,-3.0922819860279554e-15,0.0
2026-03-18 16:06:13+00:00,2108.3438489999653,7891.656151000004,9999.999999999969,10000.000000000002,-3.274180926382541e-15,-2.220446049250313e-16
2026-03-18 16:08:29+00:00,2020.130367999965,7979.869632000003,9999.999999999967,10000.000000000002,-3.4560798667371265e-15,-2.220446049250313e-16
2026-03-18 17:03:49+00:00,1994.159273199965,8005.840726800003,9999.999999999967,10000.000000000002,-3.4560798667371265e-15,0.0
2026-03-18 17:08:31+00:00,1935.670531299965,8064.329468700004,9999.999999999969,10000.000000000002,-3.274180926382541e-15,2.220446049250313e-16
2026-03-18 17:09:27+00:00,1838.9868199999648,8161.0131800000045,9999.999999999969,10000.000000000002,-3.274180926382541e-15,0.0
2026-03-18 17:11:07+00:00,1735.604480399965,8264.3955196,9999.999999999965,10000.000000000002,-3.637978807091712e-15,-3.3306690738754696e-16
2026-03-18 17:12:19+00:00,1612.7121528999653,8387.287847099999,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,-2.220446049250313e-16
2026-03-18 18:12:27+00:00,1472.3150834999653,8527.684916499999,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 18:12:57+00:00,1248.8203374999653,8751.1796625,9999.999999999965,10000.000000000002,-3.637978807091712e-15,2.220446049250313e-16
2026-03-18 18:14:29+00:00,1115.063038099965,8884.9369619,9999.999999999965,10000.000000000002,-3.637978807091712e-15,0.0
2026-03-18 18:14:51+00:00,732.7270913999649,9267.2729086,9999.999999999965,10000.000000000002,-3.637978807091712e-15,0.0
2026-03-18 18:15:29+00:00,603.018790599965,9396.981209399999,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,-2.220446049250313e-16
2026-03-18 18:17:33+00:00,539.4262822999649,9460.5737177,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 20:16:47+00:00,355.1540346999649,9644.8459653,9999.999999999965,10000.000000000002,-3.637978807091712e-15,2.220446049250313e-16
2026-03-18 20:18:05+00:00,251.79897969996478,9748.201020299999,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,-2.220446049250313e-16
2026-03-18 20:19:33+00:00,88.60164739996479,9911.3983526,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 20:20:07+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 20:22:33+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 21:22:49+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 21:24:53+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 21:25:53+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 21:27:13+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 21:27:51+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 22:27:47+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 22:29:15+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 22:29:45+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 22:30:09+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 22:30:39+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 23:32:01+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 23:32:47+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 23:35:09+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 23:35:47+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-18 23:36:03+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 00:37:05+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 00:37:33+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 00:38:51+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 00:40:31+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 00:40:39+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 01:17:35+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 01:17:45+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 01:17:55+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 01:18:07+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 01:18:13+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 01:18:23+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 02:50:47+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 02:51:13+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 02:52:19+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 02:53:59+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 02:55:13+00:00,0.0,9999.999999999964,9999.999999999964,10000.000000000002,-3.8198777474462976e-15,0.0
2026-03-19 02:55:39+00:00,3472.0579194264246,0.0,3472.0579194264246,10000.000000000002,-0.6527942080573576,-0.6527942080573563
