folds,total_trades,requested_trades,total_filled_notional,mean_fill_rate,total_net_profit,mean_roi_pct,total_equal_capital_net_profit,mean_equal_capital_roi,mean_market_hhi,mean_top_market_share,mean_effective_markets,fill_rate,market_hhi,top_market_share,effective_markets,match_rank,mean_match_distance
5,752,843,47691.53957459184,0.55651609657875,149409.80311175747,3.9296160799139037,14888.319105745017,3.9296160866981937,0.03157955003382754,0.08097852904763295,35.36996757705386,0.55651609657875,0.03157955003382754,0.08097852904763295,35.36996757705386,1,1.7565680482218649
5,913,950,67233.21997707654,0.6966807033130202,400205.798094397,6.545985112350905,22248.531480388054,6.545985119405032,0.030044002913003,0.08313186861386809,34.92913925045785,0.6966807033130202,0.030044002913003,0.08313186861386809,34.92913925045785,2,2.1533432937950203
5,357,370,26097.417400037724,0.692857138709725,101274.70013734096,3.488678611752172,14744.849624717048,3.4886786181996983,0.03845343376377292,0.09035698726517308,29.6056143827898,0.692857138709725,0.03845343376377292,0.09035698726517308,29.6056143827898,3,2.3092483494550686
