fold,seed_index,seed,start,end,strategy,target_count,status,total_trades,requested_trades,total_requested_notional,total_filled_notional,fill_rate,skipped_liquidity,skipped_capital,capital_capped_trades,liquidity_capped_trades,market_exposure_capped_trades,win_rate,total_net_profit,roi_pct,max_drawdown,sharpe,unique_markets,top_market_share,market_hhi,effective_markets,reason,profit_per_filled_notional,equal_capital_budget,equal_capital_supported,equal_capital_net_profit,equal_capital_roi
3,9,40009,2026-03-21T15:23:07,2026-03-25T02:47:33,baseline_random_wallets,20,ok,27,36,3600.0,1539.8437993,0.42773438750629333,9,0,0,23,0,0.7037037037037037,1854.4000665795452,1.204278028316742,0.010651678246354697,20.86679772205766,22,0.19482495571068797,0.10149501253504191,9.852700886703596,,1.2042780361375225,379.6824775,True,457.24326835952905,1.2042780361375225
3,10,40010,2026-03-21T15:23:07,2026-03-25T02:47:33,baseline_random_wallets,20,ok,511,517,51700.0,19237.598497799998,0.3721005511427271,6,0,0,451,0,0.5322896281800391,83512.21374684991,4.341093495271221,0.04546752705179247,16.526694263321613,157,0.04158523217393728,0.016642033356160928,60.088811180623985,,4.341093497527788,379.6824775,True,1648.2371342004906,4.341093497527788
3,11,40011,2026-03-21T15:23:07,2026-03-25T02:47:33,baseline_random_wallets,20,ok,120,123,12300.0,9593.2243324,0.7799369369594008,3,0,0,51,0,0.675,48030.963607072496,5.006759134651518,0.02693356127535151,18.72433584570638,62,0.06254414357574957,0.029718893606314106,33.6486281503945,,5.006759139870575,379.6824775,True,1900.978714471829,5.006759139870575
3,12,40012,2026-03-21T15:23:07,2026-03-25T02:47:33,baseline_random_wallets,20,ok,33,35,3500.0,2302.8169507000002,0.6579476983201494,2,0,0,20,0,0.8181818181818182,22.331678123944144,0.009697548048784501,0.0384385317207143,0.42289244325669706,28,0.13027522656927093,0.05938405038802624,16.839538452931677,,0.009697548090896178,379.6824775,True,3.681989084826856,0.009697548090896178
3,13,40013,2026-03-21T15:23:07,2026-03-25T02:47:33,baseline_random_wallets,20,ok,185,186,18600.0,16723.109957110755,0.8990919326946148,1,0,0,27,3,0.3837837837837838,44343.83873937561,2.6516502508556354,0.08746891264810579,8.974880674387048,53,0.10165573295636621,0.041210228538031156,24.265820294520882,,2.651650252441256,379.6824775,True,1006.7851373103965,2.651650252441256
3,14,40014,2026-03-21T15:23:07,2026-03-25T02:47:33,baseline_random_wallets,20,ok,14,14,1400.0,891.5940152,0.636852863451051,0,0,0,7,0,0.6428571428571429,10563.657706090136,11.848057981008257,0.019976934525170926,9.247632872761663,13,0.22431734241187848,0.12306595400641046,8.125724194588459,,11.848058113894501,379.6824775,True,4498.500058247441,11.848058113894501
3,15,40015,2026-03-21T15:23:07,2026-03-25T02:47:33,baseline_random_wallets,20,ok,16,16,1600.0,1403.1399416,0.8769624580189846,0,0,0,3,0,0.625,10864.045102745204,7.742666788410477,0.010653155839581737,14.54549928785458,14,0.14253745764798062,0.08953447701885024,11.168881902213645,,7.742666843591479,379.6824775,True,2939.754929631918,7.742666843591479
3,16,40016,2026-03-21T15:23:07,2026-03-25T02:47:33,baseline_random_wallets,20,ok,23,23,2300.0,2004.7489397,0.8716299699929131,0,0,0,3,0,0.6956521739130435,1000.0731908327974,0.4988520836898072,0.03200414285241539,7.2892246368128895,17,0.09976311549012663,0.07962347978265052,12.55910948290273,,0.49885208617815907,379.6824775,True,189.40539598616695,0.49885208617815907
3,17,40017,2026-03-21T15:23:07,2026-03-25T02:47:33,baseline_random_wallets,20,ok,64,94,9400.0,3375.0557426,0.35904848287335267,30,0,0,70,0,0.359375,17137.19532998898,5.077603626780745,0.07408661361666603,12.767212129349126,50,0.08888742079527633,0.04119514751800272,24.27470370297835,,5.077603641825249,379.6824775,True,1927.8771304912332,5.077603641825249
3,18,40018,2026-03-21T15:23:07,2026-03-25T02:47:33,baseline_random_wallets,20,ok,93,95,9500.0,5509.485009400001,0.5799457898526887,2,0,0,53,0,0.4731182795698925,29229.57619488782,5.3053191163901205,0.05794136756366261,13.83453309167425,73,0.09075258379810922,0.029869722005078245,33.4787180084899,,5.305319126019549,379.6824775,True,2014.3367096952372,5.305319126019549
